COMPLETE_TEXT,COUNT,RARITY,TOKEN_ID
the first autoglyph-derivative fruit themed pfp nft heralded as a historical artifact by a washed up celebrity,1,0.02%,[4040]
the first mooncat-derivative animal themed pfp nft on tezos with rgb values stored in calldata,1,0.02%,[761167]
the first gan nft burnable for usd,1,0.02%,[4039]
the first animal themed 10k avatar nft on cardano inspired by narcissism,1,0.02%,[725155]
the first viral stylegan nft deemed culturally significant by the sec,1,0.02%,[4043]
the first low effort conceptual art nft on bsc burnable for agld,1,0.02%,[788]
the first edible pixel art nft on eos to be airdropped to avastar holders,1,0.02%,[725154]
the first furniture themed 10k avatar nft on polygon with pixel data stored in svg format on a sidechain,1,0.02%,[4042]
the first open edition long form generative nuclear music nft to be sold on a fomo ramp,1,0.02%,[725152]
the first inflationary 10k avatar nft on ethereum that can be staked for mobile phone minutes,1,0.02%,[489125]
the first audio nft to sell out immediately,1,0.02%,[23456]
the first dick pic nft on polkadot declared historic by the vatican,1,0.02%,[4038]
the first play-to-earn cherrypicked generative recursive music nft on eos to sell out immediately,1,0.02%,[35500]
the first mooncat-derivative fruit themed pfp nft to be airdropped to autoglyph holders,1,0.02%,[3565]
the first serious audio nft deemed to be moma material by the new york times,1,0.02%,[3500]
the first future-oriented conceptual art nft that disappears over time,1,0.02%,[1289]
the first avastar-derivative animal themed 10k avatar nft to be sold at sotheby's,1,0.02%,[666999]
the first ponzi 10k avatar nft that you 'should not sleep on' as declared by the vatican,1,0.02%,[12349]
the first collectible windows 95 screensaver nft on tezos to be sold at a police auction,1,0.02%,[2743]
the first deflationary conceptual art nft on solana with pixel data stored in wav format in calldata,1,0.02%,[420069]
the first short form generative music nft declared historic by a dao,1,0.02%,[4667]
the first audio nft on bsc with rgb values stored in svg format on punchcards,1,0.02%,[3851]
the first windows 95 screensaver nft to be airdropped to loot burners,1,0.02%,[103511]
the first photography nft that can be staked for squirrel pelts,1,0.02%,[551]
the first rock pfp nft to become self aware,1,0.02%,[2823]
the first ahistorical conceptual art nft to donate millions to charity,1,0.02%,[888991]
the first nft that you 'should not sleep on' as declared by the new york times,1,0.02%,[2625]
the first edible loot-derivative body parts pfp nft on cardano to be sold at a fleamarket for a record price,1,0.02%,[39291]
the first erotic short form generative 3d music nft to be sold at mcdonald's for a record price,1,0.02%,[345]
the first future-oriented dick pic nft on ethereum to donate millions to charity,1,0.02%,[151012]
the first play-to-earn ab-derivative animal themed 10k avatar nft to be airdropped to loot holders,1,0.02%,[68016]
the first user-curated generative spirograph architecture nft with rgb values stored in morse code in a rolodex,1,0.02%,[3754]
the first serious audio nft with rgb values stored in betamax format on ipfs,1,0.02%,[6502]
the first playful nft on eos to be featured on a billboard,1,0.02%,[4188]
the first collectible nft to be airdropped to avastar holders,1,0.02%,[151009]
the first low effort loot-derivative rock 10k avatar nft on ethereum to be sold at christie's for a record price,1,0.02%,[6501]
the first cherrypicked generative mathematical art nft on tezos,1,0.02%,[5256]
the first erotic conceptual art nft denounced as a cash grab by the new york times,1,0.02%,[472]
the first ab-derivative animal themed 10k avatar nft on solana burnable for bitchcoin,1,0.02%,[826]
the first playful female ai chatbot nft on eos deemed to be a schelling point by a dao vote,1,0.02%,[151010]
the first copy minted vegetable 10k avatar nft deemed a historical artifact by the sec,1,0.02%,[23434]
the first stylegan nft on ethereum inspired by pokemon,1,0.02%,[4325]
the first community oriented long form generative nuclear text nft on namecoin to be sold at a police auction,1,0.02%,[151008]
the first photography nft on polygon to be airdropped to avastar burners,1,0.02%,[324223]
the first techno utopian user-curated generative art nft made entirely with 100% usda beef,1,0.02%,[68015]
the first inflationary fruit themed pfp nft to have their floor swept by a gatekeeper,1,0.02%,[6503]
the first deflationary nft on polkadot to run a four minute mile,1,0.02%,[151011]
the first long form generative literature nft with rgb values stored in wav format in calldata,1,0.02%,[814477]
the first cash grab long form generative text nft to be featured on the shopping network,1,0.02%,[530]
the first nft on polkadot made entirely with 100% brainfuck,1,0.02%,[2624]
the first dick pic nft on solana to donate millions to charity,1,0.02%,[6326]
the first conceptual art nft redeemable for physical toilet paper,1,0.02%,[68014]
the first long form generative mathematical poetry nft to be airdropped to ab holders,1,0.02%,[68013]
the first body parts 10k avatar nft on solana to be featured on a cereal box,1,0.02%,[4037]
the first gan nft on polkadot to be sold at a yardsale,1,0.02%,[1214]
the first short form generative recursive poetry nft on bsc to be airdropped to punk holders,1,0.02%,[470]
the first play-to-earn short form generative music nft on cardano made entirely with 100% on-chain code,1,0.02%,[646311]
the first ab-derivative fruit themed 10k avatar nft to be featured on a cereal box,1,0.02%,[6436]
the first open edition ab-derivative animal themed pfp nft on bsc inspired by greed,1,0.02%,[440653]
the first mooncat-derivative fruit themed 10k avatar nft on namecoin to be airdropped to mooncat holders,1,0.02%,[245879]
the first quantum ai gan nft with metadata stored in svg format in the glove compartment,1,0.02%,[6437]
the first avastar-derivative animal themed 10k avatar nft inspired by nihilism,1,0.02%,[721530]
the first copy minted female ai chatbot nft redeemable for tulip bulbs,1,0.02%,[933653]
the first deflationary conceptual art nft on cardano to sell out immediately,1,0.02%,[774641]
the first windows 95 screensaver nft on eos rugged by a right wing news anchor,1,0.02%,[471]
the first on-chain stylegan nft on tezos inspired by the old masters,1,0.02%,[1473]
the first serious cherrypicked generative nuclear audio nft on namecoin inspired by libertarianism,1,0.02%,[852145]
the first generative art nft on polygon that puts a curse on the owner on transfer,1,0.02%,[458931]
the first collectible gan nft redeemable for rai stones,1,0.02%,[577]
the first cherrypicked generative poetry nft to have their floor swept by dcinvestor,1,0.02%,[1294]
the first ponzi short form generative poetry nft on tezos made entirely with 100% usda beef,1,0.02%,[721]
the first long form generative literature nft on eos with rgb values stored in calldata,1,0.02%,[4352]
the first long form generative mathematical text nft to be featured in playboy magazine,1,0.02%,[7722]
the first generative art nft on namecoin to be sold at christie's,1,0.02%,[5365]
the first erotic animal themed pfp nft to donate millions to charity,1,0.02%,[5345]
the first autoglyph-derivative animal themed 10k avatar nft fetished by pranksy,1,0.02%,[2739]
the first composable conceptual art nft on bsc to be featured on a billboard,1,0.02%,[1216]
the first ponzi short form generative nuclear music nft on tezos with rgb values stored on ipfs,1,0.02%,[8701]
the first serious quantum ai gan nft,1,0.02%,[549]
the first quantum ai gan nft deemed historic by the sec,1,0.02%,[8725]
the first playful avastar-derivative pirate themed 10k avatar nft on eos to pass the turing test,1,0.02%,[578]
the first short form generative cellular automata poetry nft to be sold at a police auction for a record price,1,0.02%,[5683]
the first successful cherrypicked generative architecture nft on cardano to be sold at a yardsale,1,0.02%,[7335]
the first 1/1 female ai chatbot nft with metadata stored in a rolodex,1,0.02%,[4933]
the first 1/1 quantum ai gan nft redeemable for b20,1,0.02%,[2374]
the first 1/1 gan nft on namecoin redeemable for physical toilet paper,1,0.02%,[601]
the first copy minted furniture themed 10k avatar nft with pixel data stored on arweave,1,0.02%,[9032]
the first cherrypicked generative 3d music nft on ethereum to be featured at the moma,1,0.02%,[209]
the first cash grab cherrypicked generative dick pic nft to be featured in chickadee magazine,1,0.02%,[8700]
the first short form generative literature nft on cardano deemed to be moma material by an art critic,1,0.02%,[3423]
the first user-curated generative text nft to pass the turing test,1,0.02%,[69411]
the first 1/1 body parts 10k avatar nft to be airdropped to punk holders,1,0.02%,[111221]
the first long form generative dick pic nft to travel at mach 1,1,0.02%,[4999]
the first viral quantum ai gan nft with metadata stored in svg format on punchcards,1,0.02%,[691337]
the first composable user-curated generative poetry nft on ethereum burnable for squirrel pelts,1,0.02%,[1748]
the first successful conceptual art nft on ethereum denounced as a cash grab by the new york times,1,0.02%,[761]
the first erotic female ai chatbot nft on solana that can be staked for canadian tire money,1,0.02%,[2748]
the first techno utopian short form generative volumetric audio nft on ethereum declared to be a 'good bet' by the vatican,1,0.02%,[999451]
the first photography nft on namecoin hyper commodified by artchick,1,0.02%,[3426]
the first quantum ai gan nft on namecoin made entirely with 100% brainfuck,1,0.02%,[101010]
the first animal themed pfp nft on bsc redeemable for bitchcoin,1,0.02%,[571]
the first cash grab rare pepe-derivative vegetable 10k avatar nft to be sold at mcdonald's,1,0.02%,[3000]
the first cherrypicked generative cellular automata architecture nft on namecoin that can be staked for usd,1,0.02%,[3422]
the first loot-derivative vegetable 10k avatar nft on solana to be featured in the onion,1,0.02%,[42040]
the first community oriented windows 95 screensaver nft on polygon with metadata stored on a sidechain,1,0.02%,[696965]
the first play-to-earn short form generative art nft on namecoin that you 'should not sleep on' as declared by the vatican,1,0.02%,[77288]
the first retro windows 95 screensaver nft pumped by an art critic,1,0.02%,[2189]
the first erotic long form generative spirograph text nft on tezos to sell out immediately,1,0.02%,[9060]
